name,strain,date,host,serotype,country
AZS60525,A/swine/Feldbach/6605/2007,2007-10-28,Swine,H3N2,Austria
AZS60597,A/swine/Roehrse/6764/2008,2008-01-11,Swine,H3N2,Germany
AZS60873,A/swine/Vreden/7613-1/2008,2008-09-30,Swine,H3N2,Germany
AZS61065,A/swine/Garrel/9093/2009,2009-03-04,Swine,H3N2,Germany
AZS61113,A/swine/Lohne/9719a/2009,2009-06-04,Swine,H3N2,Germany
AZS61149,A/swine/Westerstede/10029/2009,2009-08-03,Swine,H3N2,Germany
AZS61652,A/swine/Nottuln/18090/2013,2013-06-25,Swine,H3N2,Germany
AZS61760,A/swine/Roswinkel/18812/2013,2013-10-01,Swine,H3N2,Netherlands
AZS63530,A/Minnesota/53/2018,2018-11-03,Human,H3N2,USA
AZY87072,A/Texas/6977/2018,2018-01-02,Human,H3N2,USA
AZZ88994,A/swine/Iowa/A02427667/2018,2018-12-13,Swine,H3N2,USA
QAB01871,A/Florida/106/2018,2018-11-13,Human,H3N2,USA
QAB07927,A/swine/Iowa/A01785783/2018,2018-12-07,Swine,H3N2,USA
QAR20837,A/swine/Indiana/A02427957/2018,2018-12-27,Swine,H3N2,USA
QAR20841,A/swine/Tennessee/A02428125/2018,2018-12-20,Swine,H3N2,USA
QAX25400,A/swine/British Columbia/SD0286/2018,2018-04-10,Swine,H3N2,Canada
QAX25580,A/swine/Saskatchewan/SD0271/2018,2018-03-09,Swine,H3N2,Canada
QAX25896,A/swine/Ontario/SD0298/2018,2018-05-01,Swine,H3N2,Canada
QBA83327,A/Mallard/Netherlands/8/2013,2013-10-08,Avian,H3N8,Netherlands
QBA98527,A/Germany/7345/2018,2018-03-13,Human,H3N2,Germany
QBE90608,A/swine/Indiana/A02429957/2019,2019-01-24,Swine,H3N2,USA
QBM69689,A/China/60938/2014,2014-12-09,Human,H3N2,China
QBM69693,A/China/60952/2014,2014-12-09,Human,H3N2,China
QBM69699,A/China/61244/2014,2014-12-16,Human,H3N2,China
QBM69705,A/China/60736/2014,2014-12-18,Human,H3N2,China
QBM69713,A/China/61238/2014,2014-12-19,Human,H3N2,China
QBM69718,A/China/62885/2015,2015-01-27,Human,H3N2,China
QBP39091,A/swine/Ohio/A02430905/2019,2019-02-21,Swine,H3N2,USA
QBR85853,A/New York/WC-LVD-12-004/2012,2012-03-10,Human,H3N2,USA
QBR85985,A/New York/WC-LVD-12-016/2012,2012-05-04,Human,H3N2,USA
QCF59352,A/swine/Iowa/A02431986/2019,2019-04-04,Swine,H3N2,USA
QCF59366,A/swine/Oklahoma/A02431948/2019,2019-04-03,Swine,H3N2,USA
QCH42448,A/Ohio/8633/2019,2019-02-08,Human,H3N2,USA
QCH42730,A/South Korea/8668/2019,2019-01-12,Human,H3N2,South Korea
QCO39505,A/swine/Indiana/A01812290/2019,2019-04-01,Swine,H3N2,USA
QCO77023,A/Bucefala clangula/Buryatia/652/1988,1988-04-08,Avian,H3N2,Russia
QCR64946,A/duck/Viet Nam/HN-2671/2016,2016-03-08,Avian,"mixed,H3",Viet Nam
QCR64998,A/duck/Viet Nam/HN-2633/2016,2016-02-10,Avian,"mixed,H3",Viet Nam
QCR65230,A/duck/Viet Nam/HN-2525/2015,2015-10-25,Avian,"mixed,H3",Viet Nam
QCR95321,A/Sus scrofa/France/62-140458/2014,2014-10-08,Swine,H3N2,France
QCT26412,A/chicken/Viet Nam/HN-1724/2014,2014-09-09,Avian,"mixed,H3",Viet Nam
QCU80681,A/duck/Mongolia/575/2018,2018-09-03,Avian,H3N1,Mongolia
QCU80693,A/duck/Mongolia/618/2018,2018-09-03,Avian,H3N8,Mongolia
QDA17202,A/swine/Valparaiso/VN1401-3773/2018,2018--,Swine,H3N2,Chile
QDE09484,A/swine/Iowa/A02478507/2019,2019-05-24,Swine,H3N2,USA
BBL56290,A/duck/Hokkaido/W70/2005,2005-10-15,Avian,H3N8,Japan
QDK56889,A/swine/North Carolina/A02245170/2019,2019-06-12,Swine,H3N2,USA
QDM54351,A/swine/Minnesota/A02245188/2019,2019-06-28,Swine,H3N2,USA
QDX14102,A/South Dakota/24/2019,2019-03-27,Human,H3N2,USA
QDX47288,A/Mallard/North Dakota/AH0004266S.4.B/2015,2015--,Avian,"mixed,H3",USA
QDX47291,A/Mallard/South Dakota/AH0014999S.4.A/2015,2015--,Avian,H3N8,USA
QDX47296,A/Mallard/Minnesota/AH0031714S.4.A/2015,2015--,Avian,H3N8,USA
QED12678,A/Basel/USB001585.4/2017,2017-01-04,Human,H3N2,Switzerland
QED12727,A/Basel/USB002447.4/2017,2017-01-07,Human,H3N2,Switzerland
QED12768,A/Basel/USB002588.4/2017,2017-01-10,Human,H3N2,Switzerland
QED12855,A/Basel/USB002733.4/2017,2017-01-17,Human,H3N2,Switzerland
QED13137,A/Basel/USB002135.4/2016,2016-12-27,Human,H3N2,Switzerland
QEJ67215,A/swine/South Dakota/A02478607/2019,2019-07-31,Swine,H3N2,USA
QEM20900,A/swine/Oklahoma/A01678605/2019,2019-07-12,Swine,H3N2,USA
QEO28815,A/Mallard/Ohio/18OS1844/2018,2018-10-13,Avian,H3N2,USA
QEO28990,A/Mallard/Ohio/18OS1219/2018,2018-05-01,Avian,H3N8,USA
QEV88474,A/swine/Iowa/A02478658/2019,2019-09-05,Swine,H3N2,USA
QEY09000,A/mallard/South Korea/N07-1622/2007,2007-12-01,Avian,H3N8,South Korea
QEY09038,A/white peckin duck/South Korea/P09-373/2009,2009-10-31,Avian,H3N2,South Korea
QFG34166,A/Quebec/159/2018,2018-02-19,Human,H3N2,Canada
QFG34190,A/Quebec/115/2018,2018-02-06,Human,H3N2,Canada
QFG34221,A/Quebec/145/2018,2018-02-14,Human,H3N2,Canada
QFG75575,A/swine/Illinois/A02478665/2019,2019-09-03,Swine,H3N2,USA
QFG75581,A/swine/Kansas/A02478669/2019,2019-09-12,Swine,H3N2,USA
QFQ14277,A/Brisbane/13/2018,2018-02-03,Human,H3N2,Australia
QFQ15536,A/Canberra/3/2017,2017-02-19,Human,H3N2,Australia
QFQ16446,A/Newcastle/199/2017,2017-08-22,Human,H3N2,Australia
QFQ16578,A/Newcastle/48/2018,2018-08-12,Human,H3N2,Australia
QFQ17130,A/Perth/315/2017,2017-10-03,Human,H3N2,Australia
QFQ17286,A/South Australia/1004/2018,2018-07-09,Human,H3N2,Australia
QFQ17814,A/South Australia/171/2017,2017-06-29,Human,H3N2,Australia
QFQ18138,A/South Australia/22/2018,2018-08-01,Human,H3N2,Australia
QFQ18174,A/South Australia/225/2017,2017-07-28,Human,H3N2,Australia
QFQ18558,A/South Australia/69/2018,2018-09-18,Human,H3N2,Australia
QFQ18594,A/South Australia/75/2018,2018-09-21,Human,H3N2,Australia
QFQ18701,A/South Australia/89/2018,2018-09-25,Human,H3N2,Australia
QFQ20597,A/Sydney/562/2017,2017-08-28,Human,H3N2,Australia
QFQ20669,A/Sydney/701/2017,2017-09-01,Human,H3N2,Australia
QFQ21701,A/Victoria/2052/2018,2018-09-09,Human,H3N2,Australia
QFQ22805,A/Victoria/712/2017,2017-08-31,Human,H3N2,Australia
QFQ22997,A/Victoria/76/2017,2017-08-03,Human,H3N2,Australia
QGF18973,A/swine/South Dakota/A02478745/2019,2019-10-10,Swine,H3N2,USA
QGT49553,A/long-tailed duck/Wisconsin/18OS3407/2018,2018-11-30,Avian,H3N6,USA
QGZ20434,A/swine/Iowa/A02478877/2019,2019-11-12,Swine,H3N2,USA
QHE66530,A/swine/Spain/100/2018,2018-02-15,Swine,H3N2,Spain
QHE66533,A/swine/Spain/BM38/2019,2019-03-01,Swine,H3N1,Spain
QHE66536,A/swine/Spain/018/2017,2017-05-04,Swine,H3N2,Spain
QHF16201,A/swine/USA/20/2018,2018-04-16,Swine,H3N2,USA
QHF16210,A/swine/USA/29/2018,2018-12-20,Swine,H3N2,USA
QHF16233,A/swine/North Carolina/A02478964/2019,2019-12-19,Swine,H3N2,USA
QHF16331,A/swine/Iowa/A02478854/2019,2019-11-06,Swine,H3N2,USA
QHI34373,A/India/Pun-1923708/2019,2019-09-07,Human,H3N2,India
QHI34376,A/India/Pun-1923665/2019,2019-09-01,Human,H3N2,India
QHJ72503,A/swine/Minnesota/A02245369/2019,2019-12-20,Swine,H3N2,USA
QHQ97139,A/swine/Iowa/A02478979/2019,2019-12-31,Swine,H3N2,USA
QHU37073,A/swine/Minnesota/A02245357/2019,2019-12-12,Swine,H3N2,USA
QHU37077,A/swine/Kansas/A02245376/2020,2020-01-07,Swine,H3N2,USA
QIA28401,A/swine/Indiana/A02478837/2019,2019-11-07,Swine,H3N2,USA
QIA28435,A/swine/Iowa/A02478999/2020,2020-01-14,Swine,H3N2,USA
QIA28459,A/swine/Iowa/A02478878/2019,2019-11-14,Swine,H3N2,USA
QIB70811,A/pig/Myanmar/MS-20414-HA/2017,2017-12-,Swine,H3N2,Myanmar
QID99086,A/swine/Iowa/A02479053/2020,2020-02-07,Swine,H3N2,USA
QIJ25983,A/California/04/2020,2020-01-02,Human,H3,USA
QIX11527,A/swine/Nebraska/A02479150/2020,2020-03-19,Swine,H3N2,USA
QJD46734,A/swan goose/Jiangxi/H24/2014,2014-12-01,Avian,H3N6,China
QJI55141,A/American black duck/Maine/UGAI16-5433/2016,2016-09-13,Avian,H3N8,USA
QJI55837,A/mallard/Maine/UGAI16-5418/2016,2016-09-13,Avian,H3N8,USA
QJU11659,A/swine/Minnesota/A02479268/2020,2020-04-23,Swine,H3N2,USA
QJU12944,A/swine/Indiana/A02479222/2020,2020-04-13,Swine,H3N2,USA
QKD77193,A/swine/Oklahoma/A022455605/2020,2020-04-29,Swine,H3N2,USA
QKI30523,A/Mallard/Ohio/17OS1927/2017,2017--,Avian,H3N8,USA
QKI31289,A/Mallard/Ohio/18OS4675/2018,2018--,Avian,H3N8,USA
QLI60587,A/duck/Moscow/5037/2014,2014-10-,Avian,H3N8,Russia
QLW38890,A/Thailand/CU-B25961/2017,2017-11-02,Human,H3N2,Thailand
QMS42285,A/Mallard/North Dakota/AH0050148I.4.A/2015,2015--,Avian,H3N8,USA
AYA58672,A/mallard/Alberta/30/2017,2017-08-12,Avian,H3N8,Canada
QNU13215,A/swine/Iowa/A02524572/2020,2020-08-26,Swine,H3N2,USA
QOH31706,A/swine/Iowa/A02524613/2020,2020-09-10,Swine,H3N2,USA
QOL20805,A/canine/Guangdong/DY1/2019,2019-06-23,Canine,H3N2,China
QOR30822,A/swine/Italy/308467/2019,2019-09-10,Swine,H3N2,Italy
QOR32023,A/swine/Italy/203689/2018,2018-11-20,Swine,H3N2,Italy
QOR63368,A/swine/Iowa/A02524684/2020,2020-10-01,Swine,H3N2,USA
QOW75760,A/swine/Iowa/A02524701/2020,2020-10-06,Swine,H3N2,USA
QOW75778,A/swine/Iowa/A02524696/2020,2020-10-05,Swine,H3N2,USA
QOW78253,A/swine/Kansas/A02245738/2020,2020-10-09,Swine,H3N1,USA
QOY39462,A/swine/Italy/134758/2017,2017-12-30,Swine,H1N1,Italy
QPB44056,A/swine/Italy/1034/2020,2020-01-03,Swine,H3N2,Italy
QPB44061,A/swine/Italy/75697/2020,2020-03-02,Swine,H3N2,Italy
QPF15931,A/swine/Iowa/A02524770/2020,2020-10-20,Swine,H3N2,USA
QPF15939,A/swine/Iowa/A02524757/2020,2020-10-19,Swine,H3N2,USA
QPK65898,A/swine/Oklahoma/A02245760/2020,2020-10-23,Swine,H3N2,USA
QPK67330,A/swine/Nebraska/A02524799/2020,2020-10-27,Swine,H3N2,USA
QPK67338,A/swine/Iowa/A02524862/2020,2020-11-04,Swine,H3N2,USA
QPP47265,A/swine/USA/ISU17/2020,2020-10-29,Swine,Mixed,USA
QQD64692,A/Mallard(Anas platyrhynchos)/South Korea/NU2019-63/2019,2019-10-29,Avian,H3N8,South Korea
QQK52797,A/swine/North Carolina/A02245817/2020,2020-11-23,Swine,H3N2,USA
QQL91931,A/swine/Missouri/A02524964/2020,2020-12-07,Swine,H3N2,USA
QQP18403,A/swine/Iowa/A02524986/2020,2020-12-16,Swine,H3N2,USA
QQV23970,A/swine/Minnesota/A02245828/2020,2020-12-11,Swine,H3N2,USA
QQX36521,A/Mallard(Anas platyrhynchos)/South Korea/KNU2019-53/2019,2019-10-22,Avian,H3N8,South Korea
QRG40992,A/swine/Kentucky/A02525075/2021,2021-01-13,Swine,H3N2,USA
QRV12824,A/swine/Italy/351191/2020,2020-11-02,Swine,H3N2,Italy
QSL96961,A/swine/Iowa/A02525136/2021,2021-02-01,Swine,H3N2,USA
QSL96967,A/swine/Oklahoma/A02525142/2021,2021-02-02,Swine,H3N2,USA
QSV26595,A/swine/North Carolina/A02525158/2021,2021-02-05,Swine,H3N2,USA
QTC20852,A/swine/Brazil/350-19-70/2019,2019-05-06,Swine,H3N2,Brazil
QTC20370,A/swine/Brazil/072-19-1/2019,2019-01-17,Swine,H3N2,Brazil
QTC20491,A/swine/Brazil/148-19/2019,2019-08-27,Swine,H3N2,Brazil
QTJ03434,A/Linkou/R0198/2019,2019--,Human,H3N2,Taiwan
QTJ06431,A/Bethesda/T0183/2018,2018--,Human,H3N2,USA
QTO16653,A/Muscovy duck/Vietnam/HN6220/2020,2020-04-03,Avian,H3N2,Viet Nam
QTO29582,A/northern pintail/Alaska/AK20-434/2020,2020-10-06,Avian,H3N8,USA
QTO31778,A/mallard/Alaska/AK19-199E_T1/2019,2019-09-29,Avian,H3N2,USA
QTW92517,A/duck/Vietnam/HN5684/2019,2019-07-29,Avian,H3N2,Viet Nam
QTW93286,A/duck/Vietnam/HN5955/2019,2019-11-29,Avian,H3N8,Viet Nam
QUD20257,A/swine/Chile/VN1401-5054/2020,2020-05-11,Swine,H3N2,Chile
QUX80165,A/swine/Oklahoma/A02525388/2021,2021-04-15,Swine,H3N2,USA
QUX80183,A/swine/Illinois/A02525382/2021,2021-04-13,Swine,H3N2,USA
QVH82523,A/Qatar/F-BT-120-P3_HA/2018,2018-02-,Human,H3N2,Qatar
